"","url","title","total_price","hu_xin","mian_ji","unit_price","chao_xiang","lou_ceng","zhuang_xiu","xiao_qu","qu_yu","xue_xiao","jianzu_year","id","publish_date","core_maidian","imgs"
"59","http://esf.gz.fang.com/chushou/18_219480074_11975440x2811598792_164546448.htm","市桥口正南向精装三房采光充足业主未入住过","95","3室2厅2卫","95","10000元/平米","南","低层","精装修","锦绣华庭","番禺市桥北","市桥中心小学","2012年","219480074","2018-01-14","【面积】：95平方米户型：3室2厅2卫【价格】：相比市场价要低，业主诚心出售【朝向】：南北对流，通风采光，无遮挡;【装修】：精装修，保养好，每个边角都极其用心设计。【车位】：此套单位处于小区中间位置，双排免费车位，出入方便;【户型】：房子格局方正实用，利用率可达9以上;","['http://hbvideoagent.soufunimg.com/2018/01/14/houset/screenshot/c8e34a376d5c45b785b14a991ecee170.jpg','http://cdnsfb.soufunimg.com/viewimage/3/2018_1/14/M20/4/ef682bfeb8b04923b27340b62c456b56/126x82.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_1/14/M20/4/56726980e7544f3bbe8824a985c7fb6a/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_1/14/M20/4/b9992c56113a45a0b642b2c4ba38fde5/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_1/14/M20/4/4e0638ae1fca4613b3d508314d7ff8ab/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_1/14/M20/4/6761ba172baa49428f74c70c14489ec3/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_1/14/M20/4/c0b163518d1a4119a8272e401f185bf6/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_1/14/M20/4/bd3d7a3e9b75451ea23e3ad9d4aba96f/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_1/14/M20/4/f0eef1ef9b9640e8bacfe86a3ee129e1/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_1/14/M20/4/1e80158d23c0464daa173a216b8b03af/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_1/14/M20/4/d9aff551a2ca4781885d5ae4cf73503a/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_1/14/M20/4/696d4b228a6d4576bc09d442ea76b5d6/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_1/14/M20/4/792029907c864551a7c844057a06aeaa/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_1/14/M20/4/7e83c929f7ab446dba5250174eee43fa/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_1/14/M20/4/086ab1ebb8e0424d8beb9a5268d72840/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_1/14/M20/4/88f0c5bd8ad045979c1183db46cf7352/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_1/14/M20/4/a9b904e69579457eb9facc9fa9795b4c/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_1/14/M20/4/ab77fc30b9c0473ea72afb6e17eb139a/126x82c.jpg']"
"60","http://esf.gz.fang.com/chushou/18_218908459_12188505x2811598792_165823232.htm","锦绣华庭精装修口电梯中层南北对流欢迎看房","88","3室2厅2卫","96","9167元/平米","南北","低层","精装修","锦绣华庭","番禺市桥北","市桥中心小学","2015年","218908459","2018-01-06","房源真实100％实图.超低笋——盘房源描述：96方3房.90万带豪华装修南北对流..送车位.送家私家电胡经理：业主急售——来电可享受看房团优惠折扣..免费专车","['http://hbvideoagent.soufunimg.com/2017/12/13/houset/screenshot/7962fdc8d2604c739cbdb02ee9d685bc.jpg','http://cdnsfb.soufunimg.com/viewimage/3/2017_12/13/M13/31/ba351d6d3b2640969ed157f851ad668e/126x82.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_12/13/M13/31/6b210e76156641c588d06e74f5ab5a1c/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_12/13/M13/31/9fff7f8a2fa440a0855a8aa9a4607738/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_12/13/M13/31/0168d9da97be4ddea638b0448e980544/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_12/13/M13/31/d26bb5487c6947e5bf41206123b663df/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_12/13/M13/31/0857fbc378e74d71b5b83c8c42c7a088/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_12/13/M13/31/cc59747f54ba4ceda3f09276a81c4c1d/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2017_12/13/M13/31/8c64414c4a504926875a315dd30d0df9/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2017_12/13/M13/31/b9bdc9716b4347899723d0905985fa90/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2017_12/13/M13/31/1b4fdbdd312c4bc9990f22f18794675c/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2017_12/13/M13/31/148abd328c254d6ca6b48459677a171a/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2017_12/13/M13/31/bc5784ac63b34ccd9e5ad503994b692d/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2017_12/13/M13/31/ef298da7a9b2493a9910f1b3901a9cfc/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2017_12/13/M13/31/9eb80bc3225a4188bb197323a27d7bb0/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2017_12/13/M13/31/0d261bfa9e884d2a9c845af8f974fe0f/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2017_12/13/M13/31/7aea629070504a6ea6468944f78e8462/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2017_12/13/M13/31/fe950a6cab594e2b9ce4db1ca72b9ee2/126x82c.jpg']"
"61","http://esf.gz.fang.com/chushou/18_207414248_12835859x2811867858_165629041.htm","乐华街大院过两年唯～南北对流随时可约看房如一次性可打折","105","3室2厅1卫","88","11932元/平米","东南","中层","豪华装修","乐华街大院","番禺市桥北","市桥中心小学","2012年","207414248","2018-02-27","看房请致电：林经理135,3537,2905房源：1、客厅宽敞大气，厅出阳台，视野开阔!2、交通便利，公交站就在门口！3、带精装修提包入住，看房方便，我有钥匙！4、真实图片实景拍摄，绝不会用假照片吸引您！户型介绍：1、户型：视野开阔.保养好.2、这套房子通风采光都不错3、厨房宽敞，让您和家人有足够的空间展现私家厨艺","['http://imgs.soufun.com/viewimage/house/2011_03/09/gz/1299654080432_000/126x82.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_8/3/M21/14/6b68d4855cb54e54a05342dda5d97ade/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_9/2/M15/6/32d6b98e82634fbca317b2e7cb86950f/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_9/7/M10/11/6b06e3e0426e44289479a31b6094f5a9/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_9/2/M10/30/3559aeb0cc3a4bc1a69861a1e8d8ad9e/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_9/7/M10/11/000cd9f0f97647c8aee41bdc1a0f3183/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_9/7/M10/11/911ce43a132c426c8fee3aa1ca8e6f30/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2017_8/6/M20/25/63060ec108034450869cf9fcdf6d2a54/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents1/2011_04/02/32/18/gz/houseinfo/403392285200/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents1/2011_04/02/29/36/gz/houseinfo/403393923700/126x82c.jpg','http://imgs.soufun.com/viewimage/house/2014_03/27/gz/1395885530298_000/126x82c.jpg']"
"62","http://esf.gz.fang.com/chushou/18_221410865_12631831x2811284112_166002947.htm","北丽园大型小区南北对流实用二房急售","135","2室2厅1卫","75","18000元/平米","南北","中层","精装修","北丽园","番禺市桥北","市桥中心小学","2013年","221410865","2018-02-09","核心卖点优点A：市一级，小区管理，，中间靓位，证过五年，框架结构！少有超笋！优点B：一梯两户，南北对流，框架结构,可做公积金贷款,住家装修，即买即住！业主心态房东置换，诚心出售，价格可以再谈，欢迎看房，随时恭候。小区配套位置：小区地理位置，绿化，居民素质高配套：有健身器材，小型篮球场，可供小区居民使用车位：停车位充足，建有地上停车场和地下车库保安：小区内24保安巡逻服务介绍本人从事房地产多年，公司有大量好房源，欢迎进入我的店铺查看，欢迎随时电话咨询，相信我的专业，为您置业安家保驾护航。","['http://cdnsfb.soufunimg.com/viewimage/1/2018_2/8/M18/1/30da4933141e4bd9bcd9da7e8a3fbfb0/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/8/M18/1/858a7ceadef840fb894e073bc5b4f4fe/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/8/M18/1/d33f35ef75124566b92d31817623db6c/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/8/M18/1/bee46472bb61475f8ae1a5a3afbb8f4f/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/8/M18/1/ef478fc5f2a04294972abdbec1accd5f/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/8/M18/1/baca41fc664f4ca3a5770f9958b28291/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/8/M18/1/8da3aa1af3ca4d28b4384cc0a8ce4a3f/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/8/M18/1/72b40cfa25c74e869c0c01a493c4ec79/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/8/M18/1/26e1d433342e4144ad6675bda139ef4d/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/8/M18/1/1dfdb741b85a411088875a0d293d09f1/126x82c.jpg']"
"63","http://esf.gz.fang.com/chushou/18_221832934_12834769x2811328978_160974750.htm","入读东城小/学62方二房证过二年","120","2室1厅1卫","62","19355元/平米","南","高层","精装修","德安新村","番禺市桥北","市桥东城小学","1993年","221832934","2018-02-27","小区简介：1；通透户型采光楼层好,小区性价比非常高的一套精品好房2；小区物业管理严格服务到家让你生活放心。3；小区绿化面积大,有中心花园绿树成荫活动中心老少皆宜4；小区人文素质高是桥华楼社区交通便利中心地段居住投资首选。5；小区居住安静舒适让你居住在这享受品质生活的极致。","['http://img1.soufunimg.com/viewimage/agents/2011_06/26/14/62/99/gz/houseinfo/406999006100/126x82.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/27/M9/53/4118663ddc1a47c8bb7e44b72b79e671/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/27/M9/53/09be11cf214f4abb9375ba15696e8455/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/27/M9/53/4a18931bb8ce4b8ead468dbc80071884/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/27/M9/53/954212b4038a4ca0b00f24fe13193030/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/27/M9/53/27ce32d866464f8b96e94f21c5a5fa6d/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147286998_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147301480_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147285016_000/126x82c.jpg']"
"64","http://esf.gz.fang.com/chushou/18_221455325_12767667x2811328978_165634758.htm","德安新村南向三房保养新净简约温馨配套成熟交通便利急售","105","3室2厅1卫","96","10938元/平米","南","中层","精装修","德安新村","番禺市桥北","市桥东城小学","2005年","221455325","2018-02-10","惊喜不断.业主急售——来电可享受看房团优惠折扣..免费专车A房源：1、客厅宽敞大气，厅出阳台，视野开阔!2、交通便利，——公交站就在门口！3、带精装修提包入住，看房方便，有钥匙！4、真实图片实景拍摄，绝不会用假照片吸引您！B户型介绍：1、户型：3室2厅，视野开阔.保养好..2、这套房子位于1层.通风采光都不错3、宽敞，让您和家人有足够的空间展现私家厨艺4、客厅和之间是您和家人享受美味的餐厅，让您热情的招待亲朋好","['http://cdnsfb.soufunimg.com/viewimage/3/2018_2/10/M10/35/4e54010ba832436d9b4e6a9fcd813cda/126x82.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/10/M10/51/82ffa0fd9b454fda9396f693f78d7c4d/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/10/M10/51/98b62990bdc14610baf1dc3fcd0dc0b6/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/10/M10/51/0a951ddcdf654606be6c8625639cb583/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/10/M10/51/cbba8ecdb05e499cb3e3b964f85f22bf/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/10/M10/51/05705606f0d24cb2bbfaa0f6ce56df15/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/10/M10/51/e830acd7f8dd46a1854617258eb19b56/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147280972_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147372268_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147376672_000/126x82c.jpg']"
"65","http://esf.gz.fang.com/chushou/18_222250526_12176810x2811329052_164804094.htm","东方威尼斯东沙小区2室2厅","160","2室2厅0卫","81.3","19680元/平米","南北","中层","精装修","东沙小区","番禺市桥东","市桥东城小学","1999年","222250526","2018-03-08","房子及小区优点：★公寓式品质，商品房，落地窗，24小时保安，40%绿化率公寓式建筑★东南通透精装两居，采光超棒，户型设计合理，没有浪费面积。★主卧室宽大，家具可任意摆设，空气流通性好，对身体健康非常有益。★业主急用钱，现在低价出售★卫生间宽大，方正，布局合理，易利用，私密性好。个人说明：承诺所发布房源信息真实有效，若此房源您不满意，只要你一个电话告知我们您的购房需求，我们会以最快的速度为您匹配最合适的房源。温馨提示：我爱我家房源共享，一个区域只需寻找一位专业顾问，以免电话过多影响您正常工作和休息","['http://img1.soufunimg.com/viewimage/agents/2011_08/07/14/62/6/wuhan/houseinfo/409804095700/126x82.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/24/M10/30/6dc9d4135bf742e99fc82c80b339acbb/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/24/M10/30/9883d4718c8f40e098c43a5ee8f2f3ba/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/24/M10/30/ced2e42bbcac464785845e0cfa9d318e/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/24/M10/30/853bd44788b349fca8f539bff85a705e/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_08/20/gz/project/1250738134478_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_08/20/gz/project/1250738271802_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_08/20/gz/project/1250738270577_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_08/20/gz/project/1250738146606_000/126x82c.jpg']"
"66","http://esf.gz.fang.com/chushou/18_222064091_12914098x2811328978_164151585.htm","德安新村精装两房附送顶层天台位置安静正望东风","160","2室2厅1卫","70","22857元/平米","暂无","高层","简装修","德安新村","番禺市桥北","市桥东城小学","1993年","222064091","2018-03-08","楼盘周边配套:德安新村临近东城市场,何贤医院,东城幼儿园,东城小学,东风中学,汇珑商城,番禺广场,小区门口有邮电大厦公交车站,步行到番禺广场只需13分钟!周边有众多的餐馆,银行,生活设施完善.楼盘优势介绍:我所介绍的这间物业是楼梯楼，该物业是实用的2房单位，对于刚需买家是合适的，首付低，距离地铁口近！适合上班的刚需买家！该物业位于省级东城小学招生范围，入户就读省级！欢迎有需要的朋友来电约看！！！","['http://hi1grvrcg7xin1ne6w8.exp.bcevod.com/mda-ic3p6majqn22dz0j/mda-ic3p6majqn22dz0j.jpg','http://img1.soufunimg.com/viewimage/agents/2011_01/28/71/80/gz/houseinfo/409872452200/126x82.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_3/4/M16/14/0b2fb228d9c445d884cfc29124a9038b/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_3/4/M16/14/4be77b5349f44716a18bdb21b6d6c1a4/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_3/4/M16/14/4ca021aa81eb4482b90bc060d413100a/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_3/4/M16/14/f38afe14e78a49daba019927db85a89b/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_3/4/M16/14/5f268a98605f4e779338fad0cefc8a32/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147379879_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147383160_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147284042_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147280972_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147285016_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147285974_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147286998_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147301480_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147300487_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147372268_000/126x82c.jpg']"
"67","http://esf.gz.fang.com/chushou/18_222267290_12964935x2811328978_160307238.htm","德安新村低楼层三房前往番禺广场三号线只需10！","158","3室2厅1卫","88.8","17793元/平米","南","低层","简装修","德安新村","番禺市桥北","市桥东城小学","1993年","222267290","2018-03-09","核心卖点优越地段：德安新村位于市桥，小区环境优美，绿化，业主人文素质高，是您修身养性的之家此房特点：1、楼层，光照充足2、朝向：南北通透，室内清爽舒适3、精装修，房型大气，全明户型4、小区安全措施良好，24治安执勤。5、交通发达，出行便利6、好地段，业主心态业主诚心出售此房，欢迎您看房，如需了解其他信息请与我联系。小区配套小区地理位置好，配套设施齐全，交通便利，居民素质高。服务介绍经纪人服务：有钥匙本人做房产多年，一直本着专业的房产知识，为您服务，我会在短的时间内帮您买好满意的房子，不让您错失任何好房子，更不让您每天为买房的事烦心，欢迎随时拨打我电话15622174027（微信同号）","['http://imgs.soufun.com/viewimage/house/2013_10/28/gz/1382961185001_000/126x82.jpg','http://img11.soufunimg.com/viewimage/agents/2017_08/23/M1D/0E/26/ChCE4Fmc43mIMuZWAABgocWRaT0AAruDQN5DfcAAGC5485/126x82c.jpg','http://img11.soufunimg.com/viewimage/agents/2017_08/23/M00/0E/26/ChCE4Fmc43eIR1X0AABcY8upiHoAAruDwM0ALgAAFx7865/126x82c.jpg','http://img11.soufunimg.com/viewimage/agents/2017_08/23/M1E/0E/26/ChCE4Fmc43eIJNFoAAH33fgQUusAAruGAKgqA4AAff1745/126x82c.jpg','http://img11.soufunimg.com/viewimage/agents/2017_08/23/M08/0E/26/ChCE4Vmc43iIduqSAAC25uyUm_0AAruCgBVm0QAALb-978/126x82c.jpg','http://img11.soufunimg.com/viewimage/agents/2017_08/23/M03/0E/26/ChCE4Fmc43iINqJpAACjtLEEzawAArt_wJpGeEAAKPM974/126x82c.jpg','http://img11.soufunimg.com/viewimage/agents/2017_08/23/M0F/0E/26/ChCE4Fmc43iIOHN-AABsqYKwd5oAAruGgJvV0QAAGzB858/126x82c.jpg','http://img11.soufunimg.com/viewimage/agents/2017_08/23/M0E/0E/26/ChCE4lmc43iIPNOtAACn_HFTI1AAAruAQNqzpgAAKgU737/126x82c.jpg','http://img11.soufunimg.com/viewimage/agents/2017_08/23/M15/0E/26/ChCE4lmc43mITs_bAAIAu9HL4pgAAruFwEmt4UAAgDT209/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147301480_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147422930_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_11/02/gz/project/1257147300487_000/126x82c.jpg']"
"68","http://esf.gz.fang.com/chushou/18_219449746_11302684x2811284112_160565149.htm","北丽园75平方148万沿线","148","2室1厅1卫","76","19474元/平米","南","高层","简装修","北丽园","番禺市桥北","市桥中心小学","1995年","219449746","2018-01-14","?欢迎来到我的网上店铺，很高兴能有机会为您提供高效专业的置业服务，24小时开机恭候您的咨询。1、户型：2室1厅；2、北丽园：北丽园是建筑使用的高档住宅社区，环境优雅美观大方，物业管理完善，贴心人性化，居住人群文化素质层次高，稳定，是您置业的首选，纯住宅社区；3、地段：交通便利，居住环境极佳，地段决定着升值的重要因素.","['http://img1.soufunimg.com/viewimage/agents1/2011_06/11/16/54/27/gz/houseinfo/408172553500/126x82.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_1/14/M12/45/d785ed70a7d34f3f8ed6c062f2eaae09/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_1/14/M12/45/1d2637c84acf4d8c9bed1f67af05d174/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_1/14/M12/45/ffc4e63f87df4ce4a7c545563d4370d2/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_1/14/M12/46/9a142ef277bd49e2b4258fc7a07156b3/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents1/2012_03/23/11/61/28/gz/houseinfo/407468616300/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents1/2011_12/04/16/2/67/gz/houseinfo/408851069900/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2011_10/24/16/67/48/gz/houseinfo/404643063300/126x82c.jpg','http://img1.soufun.com/viewimage/agents/2009_06/09/gz/houseinfo/1244531089410_000/126x82c.jpg','http://img1.soufun.com/viewimage/agents/2009_06/09/gz/houseinfo/1244531086838_000/126x82c.jpg','http://img1.soufun.com/viewimage/agents/2009_06/09/gz/houseinfo/1244531086125_000/126x82c.jpg']"
"69","http://esf.gz.fang.com/chushou/18_221747190_12812245x2811867858_166010849.htm","乐华街大院精装修全明户型，献给懂得享受得你","103","3室2厅1卫","88","11705元/平米","南北","低层","精装修","乐华街大院","番禺市桥北","市桥中心小学","2005年","221747190","2018-02-24","1.南向三房景观不错2.户型方正实用（实用率高），采光通风好，3.封闭式小区，旺中带静让您住的舒心4.过五年，学位户口无占用，无按揭抵押少税。","['http://cdnsfb.soufunimg.com/viewimage/3/2018_2/24/M17/59/c5f4c01d3adc4583bde92c82250ce4c7/126x82.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/24/M17/59/1fdbd5ffc18942648669c4d6981e4b0c/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/24/M17/59/bafb2c889d574aab9641c0c2b33b1229/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/24/M17/59/7c92352441714dbe9b17bbe9d70b49a7/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/24/M17/59/d92917e139bd4a5ab0c4c56a6d3be93a/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/24/M17/59/41f2350606e44283842fb2d411e55fa4/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/24/M17/59/89dd273c0df6481fb4972ef66310f4d0/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_2/24/M17/59/71f93060112746469b13042c3e9eca5d/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_2/24/M17/59/9fa20a59037a4cf1898429480c84a7a1/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_2/24/M17/59/8c2d64260ae949948cc265dc6a0e548c/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_2/24/M17/59/72a866eedabf420a93db1316fab32a47/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_2/24/M17/59/b57656186b364b7c88836d87d571f5ad/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_2/24/M17/59/b72b04b9722b421db8658990c6b00e4e/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_2/24/M17/59/017823a4f3d5401e8f58161cfee6debb/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_2/24/M17/59/5085b7d9e84340d2ac33d20b9522e5fd/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_2/24/M17/59/b9049ed090604292a72c778da0cd9bdb/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/2/2018_2/24/M17/59/15150d9cd11f4fe7b1736f205263584f/126x82c.jpg']"
"70","http://esf.gz.fang.com/chushou/18_221372113_12037805x2811513548_165700792.htm","禺华园可公积金南北对流交通方便配套齐全来电看房送车位","130","3室2厅2卫","86","15116元/平米","南北","中层","豪华装修","禺华园","番禺市桥南","市桥中心小学","2011年","221372113","2018-02-18","房源真实100％实图.超低笋盘房源描述：86方3房.130万带豪华装修南北对流..送车位.送家私家电业主急售——来电可享受看房团优惠折扣..免费专车","['http://cdnsfb.soufunimg.com/viewimage/1/2018_2/7/M15/28/9f53a24d3c0e4db6b4e95a0330443007/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/7/M15/28/fca7c89be27c40129bfe867e642e9c65/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/7/M15/28/3e8806fadb6a4e63b075347a2534c62e/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/7/M15/28/d9e123ddfbec406f95b605eb284db559/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/7/M15/28/7cdb66ccada643918d50829409fa704c/126x82c.jpg','http://cdnsfb.soufunimg.com/viewimage/1/2018_2/7/M15/28/6542eb025f6a4e1c883653d33d33558b/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_08/03/gz/project/1249285790340_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_08/03/gz/project/1249285798536_000/126x82c.jpg','http://img1.soufunimg.com/viewimage/agents/2009_08/03/gz/project/1249285794408_000/126x82c.jpg']"
